2025-04-13 08:26:35.424 | INFO     | __main__:main:30 - 検索開始: keywords=['vision'], max_results=1
2025-04-13 08:26:36.086 | INFO     | __main__:main:42 - 1件の論文が見つかりました
2025-04-13 08:26:36.165 | INFO     | paper_summarizer:__init__:21 - PaperSummarizer initialized
2025-04-13 08:26:36.165 | INFO     | paper_summarizer:summarize:42 - Test mode: Returning dummy summary for PixelFlow: Pixel-Space Generative Models with Flow
2025-04-13 08:31:59.576 | INFO     | __main__:main:68 - 検索開始: keywords=['vision'], max_results=1, sort_by=submittedDate, mode=AND
2025-04-13 08:31:59.587 | INFO     | arxiv_fetcher:__init__:17 - ArxivFetcher initialized
2025-04-13 08:31:59.587 | INFO     | arxiv_fetcher:search_papers:61 - Searching with query: vision, sort_by: submittedDate
2025-04-13 08:31:59.593 | ERROR    | arxiv_fetcher:search_papers:87 - Error during paper search: SUBMITTEDDATE
2025-04-13 08:31:59.594 | ERROR    | __main__:main:112 - 予期せぬエラー: SUBMITTEDDATE
2025-04-13 08:32:44.016 | INFO     | __main__:main:68 - 検索開始: keywords=['vision'], max_results=1, sort_by=LastUpdatedDate, mode=AND
2025-04-13 08:32:44.033 | INFO     | arxiv_fetcher:__init__:17 - ArxivFetcher initialized
2025-04-13 08:32:44.034 | INFO     | arxiv_fetcher:search_papers:61 - Searching with query: vision, sort_by: LastUpdatedDate
2025-04-13 08:32:44.035 | ERROR    | arxiv_fetcher:search_papers:87 - Error during paper search: LASTUPDATEDDATE
2025-04-13 08:32:44.036 | ERROR    | __main__:main:112 - 予期せぬエラー: LASTUPDATEDDATE
2025-04-13 08:33:59.995 | INFO     | __main__:main:68 - 検索開始: keywords=['vision'], max_results=1, sort_by=submittedDate, mode=AND
2025-04-13 08:33:59.995 | INFO     | arxiv_fetcher:__init__:17 - ArxivFetcher initialized
2025-04-13 08:33:59.995 | INFO     | arxiv_fetcher:search_papers:61 - Searching with query: vision, sort_by: submittedDate
2025-04-13 08:33:59.995 | ERROR    | arxiv_fetcher:search_papers:90 - Error during paper search: 'str' object has no attribute 'value'
2025-04-13 08:33:59.995 | ERROR    | __main__:main:112 - 予期せぬエラー: 'str' object has no attribute 'value'
2025-04-13 08:46:24.206 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 5 papers for query: deep learning
2025-04-13 08:51:19.410 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 5 papers for query: deep learning
2025-04-13 08:51:41.749 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 5 papers for query: distillation
2025-04-13 08:52:44.086 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 0 papers for query: distillatin
2025-04-13 08:53:32.954 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 0 papers for query: distillatin
2025-04-13 08:53:43.234 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 5 papers for query: distillation
2025-04-13 08:53:51.061 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 5 papers for query: distillation
2025-04-13 08:53:56.890 | INFO     | src.arxiv_fetcher:search_papers:41 - Found 5 papers for query: distillation
2025-04-13 08:58:34.532 | INFO     | src.arxiv_fetcher:search_papers:79 - Found 5 papers for query: (distillation) AND (cat:stat.ML)
2025-04-13 08:58:38.130 | INFO     | src.arxiv_fetcher:search_papers:79 - Found 5 papers for query: (distillation) AND (cat:stat.ML)
2025-04-13 08:58:44.665 | INFO     | src.arxiv_fetcher:search_papers:79 - Found 10 papers for query: (distillation) AND (cat:stat.ML)
2025-04-13 09:00:56.347 | INFO     | src.arxiv_fetcher:search_papers:82 - Found 5 papers for query: distillation
2025-04-13 09:07:32.428 | INFO     | src.arxiv_fetcher:search_papers:168 - Found 0 papers for query: distillation
2025-04-13 09:17:25.000 | INFO     | src.main:start_scheduler:31 - Scheduler started
2025-04-13 09:17:51.444 | INFO     | src.main:stop_scheduler:37 - Scheduler stopped
2025-04-13 09:27:04.051 | INFO     | src.main:start_scheduler:31 - Scheduler started
2025-04-13 09:27:10.826 | INFO     | src.arxiv_fetcher:search_papers:168 - Found 5 papers for query: distillation
